file,whisper_script,assigned_label,wer_error
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/071/071_000012770.wav,ánh sáng bài làm ánh sáng thực ra mấy thứ đó là gì ạ,ánh sáng thực ra mấy thứ đó là gì ạ,40
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/082/082_000003141.wav,bác à bác đừng quá kích động,bác đừng quá kích động,40
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/059/059_000008243.wav,tôi nói tôi không nhớ được nhiều,tôi không nhớ được nhiều,40
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/027/027_000001706.wav,thì nó vẫn mang lại lợi nhuận 1 6 phần trăm,thì nó vẫn mang lại lợi nhuận một phẩy sáu,40
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/090/090_000004731.wav,vừa chạy mi sa vừa hỏi còn cậu cậu sẽ đi bằng cách nào,vừa hỏi còn cậu cậu sẽ đi bằng cách nào,40
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/163/163_000007126.wav,báo ưng báo hiếu cho cha mẹ,báo hiếu cho cha mẹ,40
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/026/026_000005050.wav,được mổ được mả chuyện phúc đức,được mả chuyện phúc đức,40
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/059/059_000005774.wav,có gì có một số hiện tượng,có một số hiện tượng,40
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/059/059_000004457.wav,tôi nói tôi không đeo đồng hồ,tôi không đeo đồng hồ,40
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/147/147_000006489.wav,tôi bậy tôi trả lời nhỏ nhẹ,tôi trả lời nhỏ nhẹ,40
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_2/301/301_000000167.wav,là nhiều nguồn tin cho rằng đó là một nỗ lực chạy trốn sang liên xô sau một âm mưu ám sát chống phá mao,là một nỗ lực chạy trốn sang liên xô sau một âm mưu ám sát chống phá mao,38.88888889
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/088/088_000000297.wav,quốc công tâu rằng quốc triều ta đóng đô ở đây là chỗ cơ nghiệp mua năm,quốc triều ta đóng đô ở đây là chỗ cơ nghiệp muôn năm,38.46153846
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/166/166_000002536.wav,đánh bằng cương lũ đánh mã thượng quân tử đánh đối mặt giật chết không ân hận,đánh mã thượng quân tử đánh đối mặt và chết không ân hận,38.46153846
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/147/147_000006364.wav,chị sẽ đến với mác chị sẽ nói với mẹ rằng em đã không quên lời mẹ dặn,chị sẽ nói với mẹ rằng em đã không quên lời mẹ dặn,38.46153846
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/124/124_000006526.wav,người hùng của vc đó rồi là người anh hùng hiểu chưa tay này đánh sập bộ chỉ huy chiến đoàn năm hai của các cậu đó,người anh hùng hiểu chưa tay này đánh sập bộ chỉ huy chiến đoàn năm mươi hai của các cậu đó,38.0952381
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/129/129_000002107.wav,ông ở trên đây á ông biết thế nào là rét thái nguyên rồi mà lại còn quên đó thật là,ông biết thế nào là rét thái nguyên rồi mà lại còn quên rõ thật là,37.5
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/132/132_000003551.wav,năm thứ năm năm hai trăm lẻ hai trước công nguyên,năm hai trăm lẻ hai trước công nguyên,37.5
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/148/148_000004494.wav,thì gần đây thì gần như ngày nào cũng có mưa,thì gần như ngày nào cũng có mưa,37.5
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/029/029_000000596.wav,nói về nói em chẳng bao giờ hiểu được ozil,nói em chẳng bao giờ hiểu được audrey,37.5
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/039/039_000001904.wav,ra phố ra xe lấy máy truyền dấu dân tay,ra xe lấy máy truyền dấu vân tay,37.5
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/090/090_000003719.wav,đến là rà đến tình yêu của mình đối với nàng,đến tình yêu của mình đối với nàng,37.5
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/011/011_000001716.wav,rất rất rất rất rất nhiều vấn đề sẽ nảy sinh,rất rất nhiều vấn đề sẽ nảy sinh,37.5
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/070/070_000008060.wav,nhà thám hiểm các quỹ từ thiện wordwebs charitynavigator org,nhà thám hiểm các quỹ từ thiện nhà,37.5
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/129/129_000000222.wav,tôi cụm thức tôi ca ngợi cái hầm kiên cố đó,tôi ca ngợi cái hầm kiên cố đó,37.5
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/086/086_000001314.wav,không trời không thể trời đang làm cái gì vậy,không thể trò đang làm cái gì vậy,37.5
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/147/147_000002370.wav,ba tôi nói ba giọng nói khác đồng loạt trả lời,ba giọng nói khác đồng loạt trả lời,37.5
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/128/128_000002004.wav,đọt chiếc đọt rau câu đọt chùm ruột rau nghệ,đọt rau câu đọt chùm ruột rau nghễ,37.5
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/137/137_000002628.wav,tiếng máy radar tiếng máy bay khởi động trên đường băng,tiếng máy bay khởi động trên đường băng,37.5
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/059/059_000008535.wav,không chỉ là không có nghĩa vụ mà là cấm đoán,không có nghĩa vụ mà là cấm đoán,37.5
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/059/059_000003748.wav,anh ta nói anh không còn việc gì khác để làm,anh không còn việc gì khác để làm,37.5
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/105/105_000002736.wav,có vẻ có khả năng đáp ứng nhu cầu đó,có khả năng đấp ứng nhu cầu đó,37.5
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/012/012_000000652.wav,một thái độ một trạng thái khác thường của trí óc,một trạng thái khác thường của trí óc,37.5
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_2/146/146_000000178.wav,đồng thời dao cũng kêu gọi các sàn giao dịch khác tung ra p o r và được hưởng ứng khá nhiệt tình từ harveycrystery com và nhiều bên khác,đồng thời zhao cũng kêu gọi các sàn giao dịch khác tung ra por và được hưởng ứng khá nhiệt tình từ huobi crypto com etc xem,37.03703704
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_2/528/528_000000178.wav,đồng thời dao cũng kêu gọi các sàn giao dịch khác tung ra p o r và được hưởng ứng khá nhiệt tình từ harveycrystery com và nhiều bên khác,đồng thời zhao cũng kêu gọi các sàn giao dịch khác tung ra por và được hưởng ứng khá nhiệt tình từ huobi crypto com etc xem,37.03703704
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/129/129_000001339.wav,tôi khóc đôi bắt tôi cứ tuôn trào mặc dù tôi khóc không ra tiếng,tôi cứ tuôn trào mặc dù tôi khóc không ra tiếng,36.36363636
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/073/073_000008426.wav,tuôn trào cảm xúc tuôn trào niềm vui mà họ đã trải qua gần đây,tuôn trào niềm vui mà họ đã trải qua gần đây,36.36363636
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/050/050_000002099.wav,tục sa thì tục đòi hỏi một quá phụ phải quyên sinh tại đám,tục đòi hỏi một góa phụ phải quyên sinh tại đám,36.36363636
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/059/059_000003802.wav,anh đã nói anh chưa nghe ra trọng điểm trong lời nói trước học,anh chưa nghe ra trọng điểm trong lời nói triết học,36.36363636
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/182/182_000000935.wav,ông cai thợ mai ông vẫn ký tên ở các báo mục phụ nữ là,ông vẫn ký tên ở các báo mục phụ nữ là,36.36363636
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/148/148_000005936.wav,sao phải thêm vào những sao phải thêm vào khi bạn sinh ra đã có đủ thứ bạn cần,sao phải thêm vào khi bạn sinh ra đã có đủ thứ bạn cần,35.71428571
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/010/010_000001403.wav,tôi hoàn toàn cuốn sách tôi hoàn thành cuốn sách bất chấp một chút khó khăn và mặc cảm,tôi hoàn thành cuốn sách bất chấp một chút khó khăn và mặc cảm,35.71428571
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/086/086_000006671.wav,khi nhóm tuổi của rooney được gọi lên để tham gia phần thi chạy cờ lia 1 5m,khi nhóm tuổi của rudy được gọi tên để tham gia phần thi chạy cự li một,35.29411765
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/163/163_000012925.wav,cái xẩy nảy cái ung nói chuyện duy ngọc tức mật hồ ngứa miệng nói luôn chuyện bảy khối ngọc,cái ung nói chuyện viên ngọc tức mặc hầu ngứa miệng nói luôn chuyện bảy khối ngọc,35.29411765
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_2/183/183_000000197.wav,tới tận thế kỷ thứ mười chín tới tận thế kỷ mười chín các sử gia mới tìm được toàn bộ bản ghi về phiên tòa minh oan cho cô,tới tận thế kỷ mười chín các sử gia mới tìm được toàn bộ bản ghi về phiên toà minh oan cho cô,34.7826087
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/164/164_000002838.wav,thôi thôi giời ơi,thôi giời ơi,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/081/081_000005275.wav,võ tính võ nhân đỗ nhàn chập vâng lệnh lui ra,võ nhân đỗ nhàn trập vâng lệnh lui ra,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/120/120_000000658.wav,nhện tarrantula nhện sói nhện lưng vĩ cầm bọ cạp bạc,nhện sói nhện lưng vĩ cầm bọ cạp bark,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/130/130_000001937.wav,thấy cùng thấy thế lý làm mừng rỡ mà nói rằng,thấy thế lấy làm mừng rỡ mà nói rằng,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_2/152/152_000000138.wav,sau sự kiện the remix ever chuyển mình qua giai đoạn 2 0,sau sự kiện the merge ether chuyển mình qua giai đoạn hai,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/012/012_000003583.wav,hàng tuần hàng tháng và hàng năm sau,hàng tháng và hàng năm sau,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/059/059_000004652.wav,không không phải tôi,không phải tôi,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/086/086_000000092.wav,tôi la lừng cứng tôi khởi sự tôi trở nên quan tâm đến đứa bé gái,tôi khởi sự tôi trở nên quan tâm đến đứa bé gái,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/162/162_000002849.wav,ôi dồi ôi thằng này như thằng điên,ôi thằng này như thằng điên,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/132/132_000014929.wav,nhà vua cầm ghép nhà vua và bố nhìn thấy nhau nhà vua từ xa gọi,nhà vua và bố nhìn thấy nhau nhà vua từ xa gọi,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/147/147_000002213.wav,chị chê chị ra các thím các chú,chị ra các thím các chú,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/163/163_000007371.wav,vậy vậy có phải thằng cũ đã giết tôi không,vậy có phải thằng cửu nó giết tôi không,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/117/117_000002436.wav,một bún một cốc sữa chua không đường,một cốc sữa chua không đường,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_2/533/533_000000138.wav,sau sự kiện the remix ever chuyển mình qua giai đoạn 2 0,sau sự kiện the merge ether chuyển mình qua giai đoạn hai,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/147/147_000006144.wav,về bọn chơ lốp về người lãnh đạo làng về sự trừng phạt có thể có,về người lãnh đạo làng về sự trừng phạt có thể có,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/142/142_000002972.wav,ăn ăn cam đi,ăn cam đi,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/047/047_000002561.wav,kết thân với đàn ông kết nối với đàn ông là điều thiết yếu để lấy lại sự nam tính,kết nối với đàn ông là điều thiết yếu để lấy lại sự nam tính,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/097/097_000000476.wav,chiều cao chiều dài tương ứng mỗi cạnh bên là,chiều dài tương ứng ở mỗi cạnh bên là,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/059/059_000001789.wav,anh ta nói anh nghĩ hẹp quá người chỉ là một từ,anh nghĩ hẹp quá người chỉ là một từ,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/131/131_000008324.wav,sách luận sách sử luận thuyết y học,sách sử luận thuyết y học,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/143/143_000002725.wav,có cao lô có tiếng kêu thật xa ở một cầu đá,có tiếng kêu thật xa ở một cầu đá,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/059/059_000001776.wav,tôi nói cái này thì tôi biết thời đại loài người chính là thời kỳ người cổ mười mấy vài năm về trước,tôi biết thời đại loài người chính là thời kỳ người cổ mười mấy vạn năm về trước,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/163/163_000000909.wav,út ồn út đơ út toa út cát,út đơ út toa út cát,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/163/163_000000417.wav,tật húc và tật cờ bạc ông thảo đủ hốt me cờ đề bài bạc,tật cờ bạc ông thạo đủ hốt me cờ đề bài bạc,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/059/059_000003848.wav,anh ta hỏi anh có từng chơi trò đổi góc độ chưa,anh có từng chơi trò đổi góc độ chưa,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/026/026_000004268.wav,vợ san hay vợ thứ thì cũng vô học như nhau cả,vợ thứ thì cũng vô học như nhau cả,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/026/026_000003625.wav,con con của mình sàn triết lý,con của mình san triết lý,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/141/141_000000716.wav,ngày từ ngày vẫn trôi qua nặng nề,ngày vẫn trôi qua nặng nề,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/157/157_000002246.wav,đèo cù mông đèo cù mông vắt ngang dãy núi cùng tên,đèo cù mông vắt ngang dãy núi cùng tên,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/001/001_000002878.wav,cậu tên là san thiago cậu đến ngôi nhà thờ nhỏ hoang phế kia khi trời vừa nhá nhem tối,cậu đến ngôi nhà thờ nhỏ hoang phế kia khi trời vừa nhá nhem tối,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/088/088_000008002.wav,thế thế nào trịnh văn công cũng phải ra phòng,thế nào trịnh văn công cũng phải gia phong,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/156/156_000001603.wav,đó đó là vì lễ pháp thôi,đó là vì lễ phép thôi,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/179/179_000002969.wav,kinh này kinh đó thuộc về thời nào trong ngũ thời pháp quan nhiên,kinh đó thuộc về thời nào trong ngũ thời pháp hoa nghiêm,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/179/179_000002971.wav,từng hang từng chữ bắt học trò phiên nghiệm ngẫm ý nghĩa của nó,từng chữ bắt học trò phải nghiền ngẫm ý nghĩa của nó,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/061/061_000004043.wav,chỗ nổi chỗ lõm một cách ghê rợn,chỗ lõm một cách ghê rợn,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_2/226/226_000000127.wav,cùng năm đó go bô đã cùng một nhóm làm phim sang ba lan để dàn dựng một bộ phim tài liệu về người do thái,cùng một nhóm làm phim đã sang ba lan để dàn dựng một bộ phim tài liệu về người do thái,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/188/188_000001349.wav,bác bác bảo là,bác bảo là,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/010/010_000003482.wav,đem đi đem đồ đi sạch mua thực phẩm cần thiết,đem đồ đi giặt mua thực phẩm cần thiết,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/156/156_000006761.wav,có ông không có thể dùng món dưa cải bắp thái nhỏ,có thể dùng món dưa cải bắp thái nhỏ,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/115/115_000001357.wav,của niệu quản của bàng quang của buồng trứng của tử cung,của bàng quang của buồng trứng của tử cung,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_2/598/598_000000127.wav,cùng năm đó go bô đã cùng một nhóm làm phim sang ba lan để dàn dựng một bộ phim tài liệu về người do thái,cùng một nhóm làm phim đã sang ba lan để dàn dựng một bộ phim tài liệu về người do thái,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/090/090_000010058.wav,ríu rà ríu rít ngây thơ hồn nhiên,ríu rít ngây thơ hồn nhiên,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/059/059_000007767.wav,không phải là không chịu sự khống chế mà là trước mắt,không chịu sự khống chế mà là trước mắt,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/026/026_000003262.wav,y tầm tầm y không còn nhìn lân bằng những con mắt,y không còn nhìn lân bằng những con mắt,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/057/057_000002216.wav,không xinh không già không diệt bất tử,không già không diệt bất tử,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/092/092_000001713.wav,anh anh nói người nước tè tôi,anh nói người nước tề tôi,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/088/088_000008814.wav,kìa kìa suối ngập mà đất nục,kìa suối ngọt mà đất nục,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/072/072_000004798.wav,hay lợi ích hay dựa trên lợi ích cách đây nhiều năm,hay dựa trên lợi ích cách đây nhiều năm,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/143/143_000000418.wav,hạ sĩ trần tu hạ sĩ trần tu ngồi gần máy phía sau thuyền bật ngửa,hạ sĩ trần tu ngồi gần máy phía sau thuyền bật ngửa,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/059/059_000007914.wav,tôi hỏi tôi vừa cho anh xem video,tôi vừa cho anh xem video,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/059/059_000008296.wav,không không ngược lại,không ngược lại,33.33333333
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/131/131_000007901.wav,chúng sau này được sao chép lại bằng tiếng syria cổ trong cuốn lịch sử cuộc đời và các chuyến đi của r a b b a n suam ma,chúng sau này được sao chép lại bằng tiếng syria cổ trong cuốn lịch sử cuộc đời và các chuyến đi của rabban svê képama,32
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/088/088_000003993.wav,chi bằng hãy chịu ẩn nhẫn xin với vua tề xét cho việc biến cố trong xe khiến tề giết công tử bành sinh đi,chịu ẩn nhẫn xin với vua tề xét cho cái việc nghi tình ở trong xe ấy khiến tề giết công tử bành sinh đi,32
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/086/086_000004022.wav,tớ biết rồi tớ đã ở đó mà tớ thì sao tớ có nghĩ là tớ đã thấy cảnh đó rồi đồ con lợn à,tớ đã ở đó mà thế thì sao thế có nghĩa là tớ đã thấy cảnh đó rồi đồ con lợn làm,31.81818182
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_2/675/675_000000126.wav,những người chống đốt xã hội nguy hiểm bao gồm cả người trưởng thành và thanh thiếu niên những người này gây án chủ yếu vì mục đích,sự hiểm bao gồm cả người trưởng thành và thanh thiếu niên những người này gây án chủ yếu vì mục đích,31.81818182
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_2/479/479_000000116.wav,tám mươi sáu đến năm một ngàn tám trăm tám mươi bảy là thời gian của những cơn đau đầu khủng khiếp và những giọt nước mắt cay đắng,tám trăm tám mươi bảy là thời gian của những cơn đau đầu khủng khiếp và những giọt nước mắt cay đắng,31.81818182
/mnt/mmlab2024/datasets/Backup/final_dataset/wav_split_2/data_1/130/130_000007036.wav,có phải là kaka có lòng tử tế thì tôi sẽ nói cho kaka nghe chứ đừng mang tiền ra mà lòe tôi như vậy,có lòng tử tế thì tôi sẽ nói cho ca ca nghe chứ đừng mang tiền ra mà lòe tôi như thế,31.81818182
